,Unnamed: 0,UserID,UserScreenName,UserCreatedAt,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,AvgHashtag,AvgURLCount,AvgMention,AvgRetweet,AvgFavCount,TweetCount,SpammerOrNot,Current_Time
107,1955,1098024844938133507,AlexRod12059089,2019-02-20 01:01:38,58,43,310,0,0.4,2.4,3.0,244.16666666666663,0.0,1557,1.0,2019-04-23 01:25:12
108,1985,274866253,john_c_roth,2011-03-31 05:12:05,88,2394,4269,Colorado,0.0,0.13333333333333333,1.0666666666666669,20.933333333333334,0.03333333333333333,23384,1.0,2019-04-23 01:25:12
109,2015,1050291867449868289,burgess_ronan,2018-10-11 07:47:49,0,31,163,0,0.2,0.9,1.2666666666666666,294.3666666666667,0.0,1265,1.0,2019-04-23 01:25:12
110,2045,816991980,_Mnemophobia,2012-09-11 08:42:24,25,2133,2077,☠︎ 150419,0.0,0.7333333333333333,0.8666666666666667,11545.4,0.03333333333333333,68090,1.0,2019-04-23 01:25:12
111,2075,1118587514804002816,larajessinta,2019-04-17 18:50:20,79,118,7,0,0.0,0.13333333333333333,0.7666666666666667,337.46666666666664,0.9333333333333332,62,1.0,2019-04-23 01:25:12
112,2105,1077524688283279360,waggleshaft,2018-12-25 11:21:19,0,7,50,0,2.6,0.4,0.9666666666666668,24.73333333333333,0.03333333333333333,53,1.0,2019-04-23 01:25:12
113,2135,906866746606329861,hrmsqd,2017-09-10 13:07:35,19,186,204,OLIVIA O’BREINS TOUR,0.0,0.3,0.43333333333333335,2315.6,1.3,5787,1.0,2019-04-23 01:25:12
114,2165,2749306087,mramorr1,2014-08-20 15:01:09,0,75,21,0,0.0,2.0,0.0,0.0,0.0,5195,1.0,2019-04-23 01:25:12
115,2195,1085621381671407616,HollickRaelyn,2019-01-16 19:34:42,156,460,675,"California, USA",7.833333333333332,1.0,0.0,0.0,0.03333333333333333,1188,1.0,2019-04-23 01:25:12
116,2225,1089530900935831552,P0PCRAUE,2019-01-27 14:29:44,0,790,2,0,0.03333333333333333,0.8333333333333334,0.8666666666666667,2082.5333333333333,0.8666666666666667,197,1.0,2019-04-23 01:25:12
117,2255,2597697475,meister_kwame,2014-07-01 09:08:56,68,2301,2535,0,0.3333333333333333,0.6,0.9333333333333332,11348.1,0.0,28746,1.0,2019-04-23 01:25:12
118,2285,1096865064483721216,eziinneex,2019-02-16 20:13:04,49,786,345,0,0.06666666666666668,0.7666666666666667,0.9,7634.4,0.4,5975,1.0,2019-04-23 01:25:12
119,2315,2428627495,seohamms,2014-04-05 09:36:53,44,237,249,0,0.36666666666666653,0.36666666666666653,0.5,139.4,1.0666666666666669,28085,1.0,2019-04-23 01:25:12
120,2345,1108525953410654208,kevinburkholde8,2019-03-21 00:29:17,9,7,85,0,2.0,0.6666666666666666,1.1,1056.2,0.03333333333333333,53,1.0,2019-04-23 01:25:12
121,2375,850280815955148800,Avey222,2017-04-07 09:35:18,36,193,942,"St Louis, MO",1.0666666666666669,0.8333333333333334,1.1666666666666667,30.6,0.0,2448,1.0,2019-04-23 01:25:12
122,2405,1067513318875766784,KlagnutJ,2018-11-27 20:19:43,0,11,84,0,1.6666666666666667,0.0,0.3,6.333333333333332,0.0,16,1.0,2019-04-23 01:25:12
123,2414,901724389,Marseillle_09,2012-10-24 12:18:51,30,54,0,0,0.0,1.0,0.0,0.0,0.0,3617,1.0,2019-04-23 01:25:12
124,2444,1070548068188282880,thickforlove,2018-12-06 05:18:44,102,1720,132,"North Carolina, USA",1.3,0.26666666666666666,0.8,2.6,17.466666666666665,459,1.0,2019-04-23 01:25:12
125,2474,896835114461560832,terrynuriman,2017-08-13 20:45:28,149,1231,2164,Germany,0.06666666666666668,0.3,2.333333333333333,1227.0333333333333,0.0,30435,1.0,2019-04-23 01:25:12
126,2504,1082515140518371328,queenmoan,2019-01-08 05:51:36,100,3901,236,Neverland,0.0,0.3333333333333333,0.7333333333333333,2881.633333333333,0.9333333333333332,5378,1.0,2019-04-23 01:25:12
127,2534,2876232537,HamelTC,2014-11-14 10:38:09,1,23,133,0,0.03333333333333333,0.6333333333333333,0.8666666666666667,10255.9,0.5666666666666667,476,1.0,2019-04-23 01:25:12
128,2564,1105189919981395973,Alex48096218,2019-03-11 19:33:05,0,5,108,0,1.1666666666666667,0.9666666666666668,2.2,449.03333333333336,0.0,40,1.0,2019-04-23 01:25:12
129,2594,1108787990933983232,Dolanz_heartu,2019-03-21 17:50:32,29,77,208,0,0.03333333333333333,0.3333333333333333,1.0333333333333334,815.5,0.5,104,1.0,2019-04-23 01:25:12
130,2624,4582514543,MattCowboyTex33,2015-12-23 21:40:15,4,16,360,Aiken,0.06666666666666668,0.13333333333333333,0.1,0.0,0.16666666666666666,8,1.0,2019-04-23 01:25:12
131,2632,1031279415945310209,aligmc11,2018-08-19 20:39:07,0,141,1724,0,0.0,0.06666666666666668,0.0,0.06666666666666668,0.16666666666666666,2,1.0,2019-04-23 01:25:12
132,2634,722440246156242946,kolot_50,2016-04-19 15:02:31,0,79,28,0,0.0,2.0,0.0,0.0,0.0,5238,1.0,2019-04-23 01:25:12
133,2664,861551506633482241,WorshipAdmin,2017-05-08 12:01:00,131,2155,706,"Colorado, USA",1.0333333333333334,1.5,0.0,0.1,0.16666666666666666,8283,1.0,2019-04-23 01:25:12
134,2694,1107638239760793605,CougarSora,2019-03-18 13:41:50,115,26,41,0,0.4,0.8333333333333334,0.36666666666666653,31.83333333333333,2.7666666666666666,119,1.0,2019-04-23 01:25:12
135,2724,2188042480,Ruin2day,2013-11-19 22:39:52,139,3038,2071,Dugout ,0.03333333333333333,0.2,1.0333333333333334,0.03333333333333333,1.8333333333333333,130618,1.0,2019-04-23 01:25:12
136,2754,889524975622922240,JamesALogan1,2017-07-24 16:37:35,7,100,1320,"bethelsprings,tn",1.2666666666666666,0.8333333333333334,1.1,173.23333333333332,0.0,16384,1.0,2019-04-23 01:25:12
137,2784,785974295709167617,AmericanGoldSPP,2016-10-11 22:44:09,160,12,143,"Palm Beach, FL",0.2,0.9333333333333332,0.8,23.13333333333333,0.9666666666666668,641,1.0,2019-04-23 01:25:12
