0,297
30,161
60,156
90,323
120,1022
150,118
180,0
210,120
240,118
270,49
300,13
330,627
360,87
390,187
420,1
450,343
470,343
480,23
510,8
540,450
570,509
600,451
630,1238
660,2
686,15
716,60
746,12
747,25
749,54
779,11
786,204
816,29
819,145
847,55
853,142
863,11
864,142
876,44
888,4915
918,220
948,364
978,112
1008,49
1015,528
1045,63
1075,28
1105,44
1135,209
1165,15
1195,89
1225,165
1255,14
1275,14
1285,22
1315,45
1345,22
1375,479
1405,20
1435,35
1465,68
1495,42
1525,147
1555,391
1585,796
1615,1723
1645,3
1665,3
1675,514
1705,598
1735,76
1765,90
1795,21
1825,63
1855,79
1885,122
1905,230
1935,178
1965,147
1987,4
2017,441
2047,152
2077,41
2088,22
2118,250
2208,169
2238,11
2268,121
2298,205
2328,236
2358,75
2388,178
2418,27
2448,189
2478,157
2508,16
2538,169
2568,232
2598,17
2628,142
2658,147
2688,140
2718,153
2748,1734
2778,20
2808,145
2838,96
2868,73
2898,38
2928,176
2958,233
2988,98
3018,181
3048,22
3078,21
3108,24
3138,71
3168,11
3198,38
3228,21
3258,100
3288,859
3318,25
3338,25
3378,28
3434,24
3475,618
3505,36
3535,63
3565,1152
3595,29
3625,44
3655,38
3685,23
3691,15
3721,199
3751,114
3781,22
3811,58
3841,43
3871,9
3924,1
3925,11
3926,9
3956,47
3986,379
4016,91
4046,55
4076,24
4106,4
4136,30
4166,30
4196,63
4226,26
4256,1579
4286,69
4316,19
4346,76
4376,155
4406,14
4436,23
4466,66
4496,27
4526,13
4556,223
4586,46
4616,161
4646,46
4676,421
4706,274
4736,122
4766,131
4796,94
4826,232
4856,44
4876,44
4886,1
4946,206
4976,472
5036,314
5066,504
5096,5
5156,143
5186,10
5216,44
5246,1
5276,46
5306,75
5336,11
5366,81
5426,0
5456,220
5486,812
5516,22
5536,22
5606,314
5636,86
5666,46
5696,719
5726,63
5756,2603
5786,153
5846,0
5847,112
5937,817
5967,1900
5997,299
6017,299
6027,1579
6057,12
6087,7
6117,992
6147,93
6207,205
6237,18
6267,233
6297,504
6327,81
6357,328
6387,62
6417,73
6447,475
6477,425
6507,63
6537,2157
6557,2157
6567,39
6597,18
6627,0
6647,0
6657,1093
6687,68
6717,48
6747,973
6777,349
6807,35
6837,1
6867,472
6897,4
6899,274
6929,68
6959,479
6989,15
7019,64
7049,126
7079,100
7109,28
7139,38
7154,149
7184,62
7214,82
7244,44
7274,174
7334,18
7364,0
7394,20
7424,21
7454,70
7484,12
7514,21
7544,20
7574,18
7604,33
7634,13
7664,18
7694,27
7724,308
7754,35
7784,53
7814,24
7844,114
7874,162
7904,248
7964,290
7994,536
8024,262
8054,117
8084,266
8114,237
8144,26
8204,105
8234,293
8264,143
8294,254
8324,350
8354,641
8384,197
8414,220
8444,12
8474,2
8534,198
8564,26
8583,28
8613,2
8622,12
8627,32
8657,4
8667,2
8697,52
8727,18
8738,98
8758,73
8788,6
8789,26
8791,51
8821,53
8851,76
8881,181
8971,16
9001,15
9010,67
9040,25
9100,9
9160,158
9190,217
9220,196
9250,450
9270,450
9280,506
9310,839
9340,121
9370,2157
9400,224
9430,41
9460,214
9490,1767
9520,46
9550,224
9580,111
9610,68
9640,52
9643,58
9653,75
9683,31
9684,46
9705,43
9735,24
9765,21
9795,104
9825,527
9855,5
9885,24
9915,10
10005,10
10035,21
10065,450
10095,131
10115,131
10125,53
10155,1093
10185,83
10215,17
10245,189
10275,94
10305,218
10335,93
10395,1993
10425,197
10455,411
10485,73
10515,224
10545,685
10575,4
10695,153
10725,8
10728,44
10818,165
10848,45
10878,436
10908,35
10938,1756
10968,958
10998,46
11028,22
11058,89
11088,146
